"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630373"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-64"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-64-1neg_1-A,1_01_24526"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-64-1neg_1-A,1_01_24526.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630373"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-64"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-64-2neg_1-D,5_01_24633"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-64-2neg_1-D,5_01_24633.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630373"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-64"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-64-3neg_1-C,5_01_24546"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-64-3neg_1-C,5_01_24546.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630430"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-10"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-10-1neg_1-C,5_01_24312"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-10-1neg_1-C,5_01_24312.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630430"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-10"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-10-2neg_1-C,2_01_24309"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-10-2neg_1-C,2_01_24309.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630430"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-10"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-10-3neg_1-A,1_01_24292"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-10-3neg_1-A,1_01_24292.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630403"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-22"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-22-1neg_1-F,1_01_24489"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-22-1neg_1-F,1_01_24489.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630403"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-22"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-22-2neg_1-F,6_01_24494"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-22-2neg_1-F,6_01_24494.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630403"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-22"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-22-3neg_1-E,5_01_24485"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-22-3neg_1-E,5_01_24485.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630435"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-34"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-34-1neg_1-D,8_01_24480"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-34-1neg_1-D,8_01_24480.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630435"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-34"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-34-2neg_2-B,3_01_24680"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-34-2neg_2-B,3_01_24680.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630435"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-34"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-34-3neg_1-D,1_01_24473"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-34-3neg_1-D,1_01_24473.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630387"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-46"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-46-1neg_1-D,1_01_24317"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-46-1neg_1-D,1_01_24317.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630387"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-46"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-46-2neg_1-F,3_01_24335"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-46-2neg_1-F,3_01_24335.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630387"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-46"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-46-3neg_1-D,7_01_24323"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-46-3neg_1-D,7_01_24323.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630389"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-58"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-58-1neg_1-C,8_01_24627"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-58-1neg_1-C,8_01_24627.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630389"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-58"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-58-2neg_1-A,8_01_24533"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-58-2neg_1-A,8_01_24533.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630389"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-58"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-58-3neg_1-F,3_01_24647"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-58-3neg_1-F,3_01_24647.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630427"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-70"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-70-1neg_1-D,3_01_24631"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-70-1neg_1-D,3_01_24631.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630427"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-70"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-70-2neg_1-A,2_01_24527"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-70-2neg_1-A,2_01_24527.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630427"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-70"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-70-3neg_1-B,3_01_24614"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-70-3neg_1-B,3_01_24614.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630400"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-05"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-05-1neg_1-E,3_01_24327"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-05-1neg_1-E,3_01_24327.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630400"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-05"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-05-2neg_1-F,6_01_24338"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-05-2neg_1-F,6_01_24338.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630400"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-05"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-05-3neg_1-D,6_01_24322"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-05-3neg_1-D,6_01_24322.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630410"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-17"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-17-1neg_1-A,3_01_24606"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-17-1neg_1-A,3_01_24606.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630410"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-17"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-17-2neg_2-A,1_01_24670"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-17-2neg_2-A,1_01_24670.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630410"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-17"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-17-3neg_1-B,1_01_24534"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-17-3neg_1-B,1_01_24534.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630377"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-29"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-29-1neg_1-B,6_01_24461"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-29-1neg_1-B,6_01_24461.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630377"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-29"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-29-2neg_1-A,4_01_24451"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-29-2neg_1-A,4_01_24451.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630377"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-29"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-29-3neg_1-B,3_01_24458"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-29-3neg_1-B,3_01_24458.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630375"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-41"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-41-1neg_1-E,7_01_24331"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-41-1neg_1-E,7_01_24331.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630375"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-41"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-41-2neg_1-D,2_01_24318"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-41-2neg_1-D,2_01_24318.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630375"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-41"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-41-3neg_1-D,5_01_24321"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-41-3neg_1-D,5_01_24321.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630390"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-53"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-53-1neg_1-F,1_01_24645"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-53-1neg_1-F,1_01_24645.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630390"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-53"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-53-2neg_1-B,6_01_24617"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-53-2neg_1-B,6_01_24617.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630390"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-53"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-53-3neg_2-B,1_01_24678"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-53-3neg_2-B,1_01_24678.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630369"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-65"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-65-1neg_1-B,8_01_24619"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-65-1neg_1-B,8_01_24619.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630369"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-65"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-65-2neg_1-A,2_01_24605"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-65-2neg_1-A,2_01_24605.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630369"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-65"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-65-3neg_1-A,5_01_24608"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-65-3neg_1-A,5_01_24608.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630418"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-11"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-11-1neg_1-B,2_01_24301"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-11-1neg_1-B,2_01_24301.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630418"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-11"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-11-2neg_1-B,6_01_24305"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-11-2neg_1-B,6_01_24305.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630418"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-11"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-11-3neg_1-C,6_01_24313"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-11-3neg_1-C,6_01_24313.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630382"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-23"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-23-1neg_1-D,5_01_24477"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-23-1neg_1-D,5_01_24477.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630382"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-23"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-23-2neg_1-E,3_01_24483"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-23-2neg_1-E,3_01_24483.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630382"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-23"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-23-3neg_1-F,2_01_24490"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-23-3neg_1-F,2_01_24490.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630409"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-35"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-35-1neg_1-D,4_01_24476"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-35-1neg_1-D,4_01_24476.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630409"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-35"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-35-2neg_1-F,3_01_24491"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-35-2neg_1-F,3_01_24491.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630409"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-35"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-35-3neg_1-E,6_01_24486"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-35-3neg_1-E,6_01_24486.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
