"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Derivatization]"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Scan m/z range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630411"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-12"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-12-1neg_1-A,6_01_24297"	"LTI225-12-1neg_1-A,6_01_24297.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630424"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-24"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-24-1neg_1-C,2_01_24543"	"LTI225-24-1neg_1-C,2_01_24543.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630404"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-36"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-36-1neg_1-A,7_01_24375"	"LTI225-36-1neg_1-A,7_01_24375.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630404"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-36"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-36-2neg_1-C,2_01_24386"	"LTI225-36-2neg_1-C,2_01_24386.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-48"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-48-1neg_1-E,2_01_24326"	"LTI225-48-1neg_1-E,2_01_24326.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-48"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-48-2neg_1-F,5_01_24337"	"LTI225-48-2neg_1-F,5_01_24337.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-48"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-48-3neg_1-A,3_01_24371"	"LTI225-48-3neg_1-A,3_01_24371.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630370"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-60"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-60-1neg_1-B,7_01_24618"	"LTI225-60-1neg_1-B,7_01_24618.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630370"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-60"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-60-2neg_1-B,5_01_24538"	"LTI225-60-2neg_1-B,5_01_24538.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-72"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-72-1neg_1-B,7_01_24540"	"LTI225-72-1neg_1-B,7_01_24540.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-72"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-72-2neg_1-C,6_01_24625"	"LTI225-72-2neg_1-C,6_01_24625.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-72"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-72-3neg_1-C,3_01_24544"	"LTI225-72-3neg_1-C,3_01_24544.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-01"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-01-1neg_1-C,3_01_24310"	"LTI225-01-1neg_1-C,3_01_24310.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-01"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-01-2neg_1-B,5_01_24304"	"LTI225-01-2neg_1-B,5_01_24304.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-01"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-01-3neg_1-A,4_01_24295"	"LTI225-01-3neg_1-A,4_01_24295.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-13"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-13-1neg_1-E,7_01_24487"	"LTI225-13-1neg_1-E,7_01_24487.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-13"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-13-2neg_1-F,5_01_24493"	"LTI225-13-2neg_1-F,5_01_24493.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-13"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-13-3neg_1-E,4_01_24484"	"LTI225-13-3neg_1-E,4_01_24484.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630413"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-25"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-25-1neg_1-A,6_01_24453"	"LTI225-25-1neg_1-A,6_01_24453.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630413"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-25"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-25-2neg_1-B,1_01_24456"	"LTI225-25-2neg_1-B,1_01_24456.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-37"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-37-1neg_1-B,3_01_24379"	"LTI225-37-1neg_1-B,3_01_24379.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-37"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-37-2neg_1-F,4_01_24336"	"LTI225-37-2neg_1-F,4_01_24336.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-37"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-37-3neg_1-D,4_01_24320"	"LTI225-37-3neg_1-D,4_01_24320.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-49"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-49-1neg_2-A,5_01_24674"	"LTI225-49-1neg_2-A,5_01_24674.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-49"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-49-2neg_1-B,2_01_24613"	"LTI225-49-2neg_1-B,2_01_24613.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-49"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-49-3neg_1-C,3_01_24622"	"LTI225-49-3neg_1-C,3_01_24622.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-61"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-61-1neg_1-C,1_01_24542"	"LTI225-61-1neg_1-C,1_01_24542.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-61"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-61-2neg_1-A,3_01_24528"	"LTI225-61-2neg_1-A,3_01_24528.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-61"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-61-3neg_1-D,7_01_24635"	"LTI225-61-3neg_1-D,7_01_24635.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630428"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-07"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-07-1neg_1-C,7_01_24314"	"LTI225-07-1neg_1-C,7_01_24314.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
